Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,734.700012,737.000000,716.000000,725.500000,661.016235,197061
2019-01-03,725.000000,737.000000,719.250000,722.450012,658.237244,222886
2019-01-04,722.000000,728.200012,714.000000,725.400024,660.925110,206996
2019-01-07,726.000000,736.000000,718.250000,724.150024,659.786194,355498
2019-01-08,724.000000,751.750000,720.299988,742.750000,676.732971,625160
2019-01-09,745.000000,756.900024,738.049988,750.450012,683.748535,697779
2019-01-10,748.599976,755.000000,741.000000,751.349976,684.568542,205786
2019-01-11,751.000000,757.700012,738.500000,754.250000,687.210754,278995
2019-01-14,755.000000,764.000000,745.849976,758.650024,691.219727,367226
2019-01-15,764.200012,778.000000,758.150024,763.150024,695.319824,880213
2019-01-16,773.250000,773.250000,746.250000,752.200012,685.343018,1322705
2019-01-17,757.500000,757.799988,744.549988,750.599976,683.885254,393951
2019-01-18,750.000000,751.000000,735.000000,742.200012,676.231812,207639
2019-01-21,741.950012,743.049988,729.950012,735.599976,670.218445,372328
2019-01-22,735.099976,743.000000,730.750000,739.299988,673.589600,270873
2019-01-23,738.150024,742.950012,723.650024,729.799988,664.933899,304692
2019-01-24,733.000000,733.000000,713.549988,718.200012,654.364990,200547
2019-01-25,715.200012,724.799988,708.000000,710.450012,647.303833,275389
2019-01-28,709.700012,713.950012,701.049988,708.000000,645.071594,235934
2019-01-29,708.799988,712.950012,703.750000,710.650024,647.486023,114534
2019-01-30,706.500000,722.400024,706.500000,716.349976,652.679443,197110
2019-01-31,718.599976,720.000000,701.250000,703.799988,641.244873,427460
2019-02-01,708.400024,721.349976,704.400024,712.549988,649.217163,200163
2019-02-04,708.000000,719.700012,702.000000,716.750000,653.043884,286357
2019-02-05,713.200012,714.450012,693.000000,698.099976,636.051514,182612
2019-02-06,702.000000,703.549988,683.049988,693.000000,631.404846,419171
2019-02-07,691.099976,705.549988,691.099976,696.549988,634.639343,229552
2019-02-08,701.000000,701.000000,684.000000,692.250000,630.721497,186060
2019-02-11,688.750000,695.299988,681.450012,688.000000,626.849243,179822
2019-02-12,685.150024,707.000000,682.000000,696.849976,634.912659,410815
2019-02-14,663.599976,682.650024,663.599976,678.599976,618.284668,180034
2019-02-15,675.099976,679.349976,660.599976,667.799988,608.444641,129834
2019-02-18,667.799988,667.799988,648.500000,653.150024,595.096863,280152
2019-02-19,651.000000,676.349976,643.500000,664.950012,605.847961,371265
2019-02-20,666.150024,674.549988,661.349976,670.650024,611.041443,138696
2019-02-21,670.000000,677.599976,669.349976,673.650024,613.774780,147116
2019-02-22,676.000000,684.950012,673.500000,677.650024,617.419128,187865
2019-02-25,673.000000,685.000000,670.750000,678.000000,617.738037,147689
2019-02-26,670.099976,675.849976,650.000000,668.099976,608.717957,538876
2019-02-27,677.599976,680.099976,660.150024,662.400024,603.524658,277722
2019-02-28,667.000000,667.049988,651.799988,654.000000,595.871216,362812
2019-03-01,659.000000,682.700012,659.000000,676.200012,616.098022,920765
2019-03-05,676.950012,734.349976,676.200012,731.450012,666.437378,1006400
2019-03-06,729.950012,755.000000,715.000000,746.400024,680.058594,865640
2019-03-07,743.500000,746.650024,730.200012,734.700012,669.398499,203780
2019-03-08,727.500000,745.000000,716.299988,727.700012,663.020630,591420
2019-03-11,730.200012,745.450012,729.599976,743.099976,677.051819,240898
2019-03-12,745.000000,781.000000,743.000000,775.750000,706.799805,1202421
2019-03-13,777.000000,800.900024,770.049988,779.650024,710.353149,806494
2019-03-14,779.000000,785.450012,768.799988,779.450012,710.170959,236955
2019-03-15,778.000000,797.000000,773.349976,785.450012,715.637634,563690
2019-03-18,786.450012,803.750000,778.500000,787.000000,717.049927,407787
2019-03-19,783.700012,809.000000,782.500000,802.700012,731.354492,486869
2019-03-20,798.000000,820.500000,796.849976,815.950012,743.426819,768166
2019-03-22,817.799988,824.000000,792.000000,794.599976,723.974426,314470
2019-03-25,790.000000,795.000000,781.700012,793.049988,722.562256,113867
2019-03-26,795.799988,797.500000,773.500000,782.799988,713.223206,362008
2019-03-27,782.000000,798.750000,781.250000,789.299988,719.145386,376624
2019-03-28,784.000000,814.299988,783.099976,807.200012,735.454468,536218
2019-04-01,810.000000,829.849976,801.650024,805.150024,733.586731,387849
2019-04-02,808.000000,808.799988,789.000000,792.150024,721.742188,223235
2019-04-03,792.900024,808.900024,780.000000,784.299988,714.589905,316831
2019-04-04,783.950012,790.500000,775.299988,782.799988,713.223206,186060
2019-04-05,785.500000,786.500000,768.700012,775.549988,706.617676,339106
