Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,471.600006,474.399994,461.399994,466.100006,427.274963,937198
2019-01-03,465.100006,473.799988,454.000000,458.299988,420.124695,999395
2019-01-04,459.799988,469.799988,457.200012,464.200012,425.533295,1054920
2019-01-07,470.500000,471.950012,461.000000,466.750000,427.870850,1012550
2019-01-08,462.100006,467.000000,456.500000,461.799988,423.333160,1035595
2019-01-09,464.000000,466.000000,451.950012,459.500000,421.224731,1082351
2019-01-10,459.500000,461.450012,454.700012,459.500000,421.224731,986643
2019-01-11,458.399994,460.149994,447.100006,453.049988,415.311951,1212845
2019-01-14,447.000000,452.000000,435.000000,439.100006,402.523987,2416526
2019-01-15,440.000000,446.500000,438.450012,444.049988,407.061676,1876104
2019-01-16,442.549988,450.799988,441.350006,446.899994,409.674286,1397353
2019-01-17,449.899994,457.149994,443.450012,447.750000,410.453522,1680253
2019-01-18,450.500000,451.850006,438.600006,441.549988,404.769958,956676
2019-01-21,442.000000,446.500000,436.799988,443.500000,406.557526,601964
2019-01-22,443.500000,443.500000,433.200012,436.700012,400.323914,1243115
2019-01-23,437.000000,441.850006,432.950012,434.700012,398.490509,506951
2019-01-24,433.549988,438.149994,419.850006,422.250000,387.077576,2516921
2019-01-25,425.000000,429.899994,405.700012,416.899994,382.173218,2237094
2019-01-28,420.100006,426.649994,397.299988,403.600006,369.981110,3223984
2019-01-29,400.000000,407.950012,394.299988,401.049988,367.643494,1920327
2019-01-30,403.899994,408.799988,398.100006,405.049988,371.310272,1069316
2019-01-31,407.200012,408.000000,398.250000,404.500000,370.806122,1254293
2019-02-01,407.899994,423.799988,401.450012,416.600006,381.898224,3461426
2019-02-04,414.100006,414.549988,396.000000,402.200012,368.697723,1199682
2019-02-05,401.000000,406.200012,398.250000,401.200012,367.780975,739707
2019-02-06,404.700012,406.649994,394.399994,401.399994,367.964325,865902
2019-02-07,400.350006,421.000000,397.100006,415.350006,380.752319,1977739
2019-02-08,413.700012,414.799988,395.000000,398.049988,364.893372,1748687
2019-02-11,398.000000,398.000000,385.000000,388.700012,356.322205,1506057
2019-02-12,386.000000,392.149994,378.899994,381.450012,349.676117,1686070
2019-02-14,375.000000,391.000000,371.000000,389.250000,356.826385,1469860
2019-02-15,389.000000,389.000000,372.149994,378.549988,347.017639,1939706
2019-02-18,378.700012,380.500000,368.000000,370.649994,339.775757,1056353
2019-02-19,370.649994,381.000000,370.000000,374.500000,343.305084,692076
2019-02-20,378.000000,384.000000,373.299988,382.350006,350.501160,818156
2019-02-21,385.000000,395.899994,378.850006,394.549988,361.684906,1807003
2019-02-22,396.000000,400.950012,392.200012,399.549988,366.268372,1186094
2019-02-25,397.500000,404.399994,395.149994,396.450012,363.426636,1110801
2019-02-26,395.000000,397.450012,383.250000,389.250000,356.826385,1562601
2019-02-27,390.750000,403.850006,388.399994,398.750000,365.535095,1806020
2019-02-28,401.200012,402.299988,393.450012,396.350006,363.335022,1487285
2019-03-01,398.049988,412.950012,397.950012,411.450012,377.177185,2490189
2019-03-05,411.200012,437.450012,409.000000,433.750000,397.619659,3380156
2019-03-06,433.000000,442.000000,432.299988,440.450012,403.761566,1518233
2019-03-07,441.100006,442.000000,435.000000,437.700012,401.240662,823806
2019-03-08,435.000000,440.600006,429.250000,435.950012,399.636383,1103910
2019-03-11,436.200012,450.100006,436.200012,446.000000,408.849274,2345369
2019-03-12,447.250000,453.000000,436.649994,438.750000,402.203217,1329242
2019-03-13,437.250000,441.950012,429.600006,432.950012,396.886292,951803
2019-03-14,434.399994,448.149994,420.649994,426.299988,390.790161,2076667
2019-03-15,427.799988,440.500000,424.100006,435.399994,399.132233,3211869
2019-03-18,437.549988,439.950012,428.100006,429.549988,393.769501,1113506
2019-03-19,431.600006,431.600006,415.649994,417.700012,382.906616,2417850
2019-03-20,419.000000,425.200012,417.000000,419.000000,384.098328,1480054
2019-03-22,419.649994,425.100006,414.899994,416.049988,381.394012,1595194
2019-03-25,414.899994,414.899994,406.250000,412.500000,378.139740,791971
2019-03-26,413.899994,414.799988,405.649994,412.549988,378.185547,3102987
2019-03-27,414.000000,431.750000,414.000000,426.200012,390.698547,2583824
2019-03-28,430.600006,435.799988,425.000000,429.299988,393.540314,2362370
2019-04-01,424.049988,431.649994,420.000000,422.250000,387.077576,1508006
2019-04-02,422.600006,424.750000,413.000000,416.250000,381.577332,916190
2019-04-03,418.000000,427.600006,415.049988,417.450012,382.677429,1754549
2019-04-04,419.500000,423.000000,411.649994,413.700012,379.239777,1370093
2019-04-05,414.899994,420.899994,413.000000,416.399994,381.714844,853237
2019-04-08,419.700012,419.799988,409.049988,412.649994,378.277252,906112
2019-04-09,412.000000,415.200012,405.500000,413.850006,379.377289,880528
2019-04-10,413.000000,417.500000,410.500000,411.750000,377.452209,929571
2019-04-11,411.750000,419.149994,409.000000,416.850006,382.127441,865985
2019-04-12,415.200012,418.950012,409.200012,415.450012,380.843964,926351
2019-04-15,415.000000,424.850006,414.899994,422.950012,387.719330,1180130
2019-04-16,423.299988,425.799988,417.899994,421.149994,386.069214,876493
2019-04-18,422.450012,423.850006,415.500000,417.899994,383.089905,1007496
2019-04-22,415.600006,420.500000,412.000000,414.100006,379.606415,1075476
2019-04-23,414.000000,425.500000,408.299988,424.100006,388.773499,2372822
2019-04-24,425.850006,436.000000,425.600006,433.350006,397.252991,3312999
2019-04-25,440.000000,440.000000,412.700012,416.399994,381.714844,9508924
2019-04-26,420.000000,420.899994,410.250000,414.049988,379.560608,1767425
2019-04-30,413.500000,415.899994,396.049988,400.649994,367.276825,3021211
2019-05-02,395.000000,405.850006,391.649994,394.250000,361.409882,1758982
2019-05-03,395.000000,405.500000,395.000000,402.149994,368.651855,2566529
2019-05-06,393.950012,399.799988,392.549988,395.549988,362.601593,1681489
2019-05-07,399.600006,399.600006,382.600006,384.350006,352.334564,1932202
2019-05-08,381.899994,389.100006,377.649994,379.100006,347.521851,1678703
2019-05-09,378.000000,381.200012,373.250000,379.399994,347.796844,1869734
2019-05-10,382.000000,384.600006,377.750000,381.500000,349.721985,936118
2019-05-13,378.000000,379.950012,367.000000,369.149994,338.400665,1566266
2019-05-14,369.049988,378.200012,362.649994,370.850006,339.959045,1957358
2019-05-15,373.750000,378.750000,372.049988,375.250000,343.992584,1194345
2019-05-16,375.500000,377.450012,366.250000,371.950012,340.967468,906079
2019-05-17,372.000000,381.899994,369.100006,379.700012,348.071899,1055317
2019-05-20,399.950012,411.399994,393.500000,408.850006,374.793762,2731709
